GhostBusterAgent,0.1,0.3,-680
GhostBusterAgent,0.1,0.3,130
GhostBusterAgent,0.1,0.3,-560
GhostBusterAgent,0.1,0.3,-835
GhostBusterAgent,0.1,0.3,-530
GhostBusterAgent,0.1,0.3,-530
GhostBusterAgent,0.1,0.3,-845
GhostBusterAgent,0.1,0.3,-500
GhostBusterAgent,0.1,0.3,-365
GhostBusterAgent,0.1,0.3,-770
GhostBusterAgent,0.1,0.3,-530
GhostBusterAgent,0.1,0.3,-415
GhostBusterAgent,0.1,0.3,-570
GhostBusterAgent,0.1,0.3,-750
GhostBusterAgent,0.1,0.3,-560
GhostBusterAgent,0.1,0.3,-530
GhostBusterAgent,0.1,0.3,-815
GhostBusterAgent,0.1,0.3,-500
GhostBusterAgent,0.1,0.3,-620
GhostBusterAgent,0.1,0.3,-590
GhostBusterAgent,0.1,0.3,-530
GhostBusterAgent,0.1,0.3,-210
GhostBusterAgent,0.1,0.3,-500
GhostBusterAgent,0.1,0.3,-530
GhostBusterAgent,0.1,0.3,-560
GhostBusterAgent,0.1,0.3,130
GhostBusterAgent,0.1,0.3,-390
GhostBusterAgent,0.1,0.3,-180
GhostBusterAgent,0.1,0.3,-215
GhostBusterAgent,0.1,0.3,-500
GhostBusterAgent,0.1,0.3,-530
GhostBusterAgent,0.1,0.3,-650
GhostBusterAgent,0.1,0.3,-500
GhostBusterAgent,0.1,0.3,-740
GhostBusterAgent,0.1,0.3,-530
GhostBusterAgent,0.1,0.3,-650
GhostBusterAgent,0.1,0.3,-500
GhostBusterAgent,0.1,0.3,55
GhostBusterAgent,0.1,0.3,-530
GhostBusterAgent,0.1,0.3,-630
GhostBusterAgent,0.1,0.3,-320
GhostBusterAgent,0.1,0.3,-190
GhostBusterAgent,0.1,0.3,-830
GhostBusterAgent,0.1,0.3,-530
GhostBusterAgent,0.1,0.3,-530
GhostBusterAgent,0.1,0.3,-530
GhostBusterAgent,0.1,0.3,-650
GhostBusterAgent,0.1,0.3,-590
GhostBusterAgent,0.1,0.3,-590
GhostBusterAgent,0.1,0.3,40
GhostBusterAgent,0.1,0.3,-590
GhostBusterAgent,0.1,0.3,-500
GhostBusterAgent,0.1,0.3,-530
GhostBusterAgent,0.1,0.3,-515
GhostBusterAgent,0.1,0.3,-500
GhostBusterAgent,0.1,0.3,40
GhostBusterAgent,0.1,0.3,-500
GhostBusterAgent,0.1,0.3,-530
GhostBusterAgent,0.1,0.3,-560
GhostBusterAgent,0.1,0.3,-500
GhostBusterAgent,0.1,0.3,-105
GhostBusterAgent,0.1,0.3,-590
GhostBusterAgent,0.1,0.3,-800
GhostBusterAgent,0.1,0.3,-50
GhostBusterAgent,0.1,0.3,-630
GhostBusterAgent,0.1,0.3,-340
GhostBusterAgent,0.1,0.3,-635
GhostBusterAgent,0.1,0.3,-860
GhostBusterAgent,0.1,0.3,-680
GhostBusterAgent,0.1,0.3,50
GhostBusterAgent,0.1,0.3,-590
GhostBusterAgent,0.1,0.3,-740
GhostBusterAgent,0.1,0.3,-590
GhostBusterAgent,0.1,0.3,-560
GhostBusterAgent,0.1,0.3,-530
GhostBusterAgent,0.1,0.3,-590
GhostBusterAgent,0.1,0.3,-130
GhostBusterAgent,0.1,0.3,-170
GhostBusterAgent,0.1,0.3,-710
GhostBusterAgent,0.1,0.3,95
GhostBusterAgent,0.1,0.3,-500
GhostBusterAgent,0.1,0.3,-530
GhostBusterAgent,0.1,0.3,-740
GhostBusterAgent,0.1,0.3,-530
GhostBusterAgent,0.1,0.3,-530
GhostBusterAgent,0.1,0.3,-680
GhostBusterAgent,0.1,0.3,-530
GhostBusterAgent,0.1,0.3,-560
GhostBusterAgent,0.1,0.3,-530
GhostBusterAgent,0.1,0.3,-85
GhostBusterAgent,0.1,0.3,-650
GhostBusterAgent,0.1,0.3,-530
GhostBusterAgent,0.1,0.3,-560
GhostBusterAgent,0.1,0.3,-570
GhostBusterAgent,0.1,0.3,-590
GhostBusterAgent,0.1,0.3,-85
GhostBusterAgent,0.1,0.3,-740
GhostBusterAgent,0.1,0.3,-570
GhostBusterAgent,0.1,0.3,-500
GhostBusterAgent,0.1,0.3,-70
GhostBusterAgent,0.1,0.3,-590
GhostBusterAgent,0.1,0.3,-530
GhostBusterAgent,0.1,0.3,-530
GhostBusterAgent,0.1,0.3,-530
GhostBusterAgent,0.1,0.3,90
GhostBusterAgent,0.1,0.3,-465
